703.6050; 4103.0708
381.5273; 2229.2605
314.7467; 1842.1171
506.3258; 2955.7632
527.2721; 3075.3721
6.4699; 46.4460
4.6937; 37.6540
217.7485; 1275.8044
475.9106; 2779.8193
950.9209; 5542.0259
467.7079; 2730.9014
990.7500; 5775.5859
955.1877; 5567.3896
944.3074; 5504.0317
774.5164; 4515.8999
807.2430; 4706.8745
613.4911; 3579.4519
967.5750; 5639.1401
605.3805; 3533.4756
854.1168; 4980.0806
353.1478; 2063.5012
642.9513; 3749.2292
198.4886; 1162.7898
931.0764; 5426.1865
300.2188; 1755.5996
115.2331; 680.3408
487.9637; 2848.8743
829.2945; 4835.3262
988.5005; 5761.1035
935.7854; 5456.1558
805.2483; 4696.1426
488.3755; 2851.2471
108.3992; 640.5393
197.0744; 1156.4342
829.5247; 4838.3086
619.9725; 3617.1597
483.9173; 2825.8835
744.7518; 4342.9507
468.5203; 2734.4778
910.0260; 5305.3535
462.7949; 2701.2026
251.6866; 1475.2039
883.9556; 5152.9688
882.9474; 5148.0557
136.4610; 802.0373
853.2459; 4973.1201
758.1394; 4422.7510
7.6663; 53.0450
326.0297; 1905.2125
836.8894; 4880.0732
313.7401; 1834.7876
979.5120; 5710.2163
197.4585; 1159.6499
401.8248; 2347.6838
467.5290; 2728.5156
688.5454; 4017.4248
190.6365; 1117.3689
31.0921; 189.5562
872.8518; 5087.5029
92.8874; 549.1266
748.2282; 4362.9087
406.9219; 2375.0964
614.7016; 3585.1311
902.9160; 5263.4590
86.2873; 509.9484
581.9241; 3395.1953
104.2616; 614.5016
694.4698; 4050.0508
740.0292; 4315.6138
510.7729; 2980.8997
664.5544; 3876.5786
373.1623; 2180.2053
907.1758; 5288.1099
639.9545; 3731.2817
515.7577; 3010.2698
65.5357; 391.4868
743.9154; 4336.7109
977.9993; 5701.8613
17.2391; 106.7437
127.1369; 748.0685
97.1294; 574.2735
299.8341; 1753.2062
72.8460; 433.2186
347.6804; 2032.5199
170.3297; 1001.0060
519.8601; 3035.0090
881.7187; 5139.6699
967.1714; 5637.8936
378.8701; 2215.3311
44.3006; 267.6180
213.5939; 1251.6245
9.8467; 64.8708
800.9921; 4669.9746
762.9244; 4450.0278
860.3386; 5017.2603
72.6865; 429.3947
995.9711; 5804.7930
525.8158; 3070.9412
870.6238; 5073.1436
564.9652; 3295.8342
864.3235; 5040.6563
32.9949; 200.4771
223.9770; 1314.2164
90.7558; 536.0327
423.3456; 2471.5054
709.3394; 4137.4365
763.4459; 4451.1543
795.3228; 4638.0967
813.8803; 4743.4360
358.4444; 2093.8862
499.2199; 2913.4143
16.2426; 102.9226
352.8943; 2062.5979
961.1771; 5601.6768
112.3818; 663.2183
662.5708; 3867.0593
151.2203; 889.2584
92.1316; 546.0585
957.1134; 5579.9287
433.4038; 2532.3706
322.5004; 1886.8241
867.4898; 5057.9868
666.8689; 3890.5671
986.0961; 5746.8096
899.5359; 5243.9717
137.6743; 809.9212
454.9810; 2657.6665
811.4682; 4731.7324
775.7274; 4521.9253
27.2228; 165.4773
378.2523; 2208.5405
335.8367; 1961.3098
89.7042; 531.3187
998.9745; 5822.1528
191.0968; 1119.5229
913.6205; 5326.2661
201.7338; 1183.6831
229.0291; 1342.0220
420.0446; 2451.4839
297.6446; 1740.1671
880.9335; 5135.6641
628.1416; 3664.5085
314.2054; 1837.3596
837.5522; 4883.7891
55.2709; 330.0265
591.6603; 3451.5474
160.6621; 944.3448
928.0681; 5409.7173
502.7456; 2933.1191
63.6095; 378.4061
624.8073; 3645.4905
196.7495; 1152.1824
6.7025; 46.5507
748.5905; 4367.5400
528.7396; 3085.4148
901.4319; 5253.6831
422.2701; 2466.5425
269.5124; 1577.2367
688.7520; 4017.1289
975.0969; 5683.0366
112.1902; 661.9663
555.2298; 3239.3657
466.4618; 2724.0186
575.0999; 3356.0337
751.0023; 4380.4497
438.1661; 2557.3982
857.2035; 4996.6250
779.8043; 4547.6489
217.0537; 1270.2421
115.0734; 678.7784
863.4070; 5033.7061
814.6684; 4748.5552
189.8217; 1114.2675
987.6581; 5757.5288
919.6176; 5361.0488
462.6085; 2700.6365
385.9638; 2254.7422
894.8155; 5215.2104
113.9253; 672.7145
670.7242; 3911.8750
155.4930; 913.4092
730.3118; 4260.2368
609.9643; 3556.3606
176.3991; 1035.1041
811.2512; 4729.3027
380.8163; 2225.4111
349.2852; 2040.4281
124.9702; 735.9984
161.5885; 948.1366
266.9993; 1564.4147
558.6336; 3259.2297
502.6093; 2932.4045
504.4365; 2942.8467
658.9855; 3844.4070
477.5279; 2788.4111
871.5511; 5080.8110
678.8328; 3959.6719
718.3016; 4188.9312
137.2819; 807.4495
773.3395; 4508.3125
369.2630; 2156.8418
764.1244; 4456.5220
251.5772; 1472.8717
354.3292; 2071.4109
44.3942; 267.0374
977.3693; 5696.0278
143.3647; 843.1717
279.3725; 1635.3474
919.3498; 5359.5908
114.2472; 675.0717
243.4866; 1424.7670
980.0894; 5711.5649
143.6536; 844.4222
678.0385; 3955.0740
344.8035; 2014.7166
283.4892; 1659.3514
804.0436; 4686.3701
101.6755; 599.4301
716.0594; 4175.9878
691.0391; 4030.4702
768.7450; 4481.9380
425.1686; 2485.3538
615.8411; 3592.8115
187.3301; 1097.8047
972.7308; 5668.5332
213.6991; 1252.6669
923.0752; 5382.0864
744.4317; 4340.8481
267.2771; 1562.9335
713.0279; 4156.9453
461.2656; 2693.8313
473.7796; 2764.7878
742.0871; 4328.3638
793.5388; 4627.1299
158.1935; 928.2066
258.6569; 1514.0142
384.8248; 2249.7754
500.6334; 2922.4038
891.0305; 5194.3696
474.8688; 2772.4521
563.4900; 3289.4021
897.9294; 5234.9121
274.8296; 1606.5886
103.4332; 611.7989
464.0219; 2709.8796
477.8321; 2789.6667
846.4464; 4935.4902
752.7849; 4389.0088
784.0690; 4573.0132
110.8363; 651.7403
838.2732; 4887.6626
512.2886; 2990.4973
920.7316; 5366.2109
221.4673; 1295.4510
688.6557; 4016.2356
156.0414; 915.6243
658.1492; 3840.1682
487.7788; 2847.2915
222.2999; 1303.8018
587.3977; 3427.0271
733.1602; 4274.6382
869.6925; 5071.6963
590.1050; 3441.5056
810.7141; 4727.1460
597.2869; 3486.2817
930.6994; 5424.6270
682.3176; 3979.4177
840.9467; 4903.6484
712.4361; 4157.0703
188.6416; 1107.5093
272.6414; 1595.1077
643.3410; 3752.3523
857.8802; 5001.4185
24.3344; 149.7370
257.5302; 1509.5084
958.8253; 5590.1919
657.3175; 3833.0217
381.9983; 2231.8381
